#                                                                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                           accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                   ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
TRINITY_DN203797_c6_g1::TRINITY_DN203797_c6_g1_i2::g.25669::m.25669     -          Apaf-caspas          -           7.3e-150  504.3   0.0  5.1e-142  478.4   0.0   4.1   1   1   0   1   1   1   1 type:complete len:1399 gc:universal TRINITY_DN203797_c6_g1_i2:4304-108(-)
TRINITY_DN203797_c6_g1::TRINITY_DN203797_c6_g1_i3::g.25675::m.25675     -          Apaf-caspas          -            1.1e-57  200.6   0.6   1.4e-57  200.4   0.6   1.1   1   0   0   1   1   1   1 type:complete len:590 gc:universal TRINITY_DN203797_c6_g1_i3:1936-167(-)
TRINITY_DN200169_c3_g1::TRINITY_DN200169_c3_g1_i2::g.152391::m.152391   -          Apaf-caspas          -            1.9e-12   51.8   0.0      0.11   16.2   0.0   5.6   1   1   0   1   1   1   1 type:complete len:885 gc:universal TRINITY_DN200169_c3_g1_i2:108-2762(+)
TRINITY_DN205055_c0_g1::TRINITY_DN205055_c0_g1_i1::g.115206::m.115206   -          Apaf-caspas          -            3.3e-10   44.3   0.0     0.007   20.2   0.1   4.1   1   1   1   2   2   2   2 type:complete len:796 gc:universal TRINITY_DN205055_c0_g1_i1:108-2495(+)
TRINITY_DN206529_c0_g1::TRINITY_DN206529_c0_g1_i1::g.179186::m.179186   -          Apaf-caspas          -            1.4e-08   39.0   0.0      0.22   15.3   0.0   4.4   1   1   1   2   2   2   1 type:complete len:953 gc:universal TRINITY_DN206529_c0_g1_i1:170-3028(+)
TRINITY_DN204620_c0_g2::TRINITY_DN204620_c0_g2_i1::g.283540::m.283540   -          Apaf-caspas          -            5.7e-08   37.0   0.0   0.00027   24.9   0.0   2.2   2   0   0   2   2   2   2 type:5prime_partial len:666 gc:universal TRINITY_DN204620_c0_g2_i1:7377-5380(-)
TRINITY_DN206234_c11_g1::TRINITY_DN206234_c11_g1_i5::g.207571::m.207571 -          Apaf-caspas          -            6.7e-08   36.7   0.0     0.003   21.4   0.0   2.5   1   1   0   2   2   2   2 type:complete len:902 gc:universal TRINITY_DN206234_c11_g1_i5:198-2903(+)
TRINITY_DN206234_c11_g1::TRINITY_DN206234_c11_g1_i7::g.207585::m.207585 -          Apaf-caspas          -            6.7e-08   36.7   0.0     0.003   21.4   0.0   2.5   1   1   0   2   2   2   2 type:complete len:902 gc:universal TRINITY_DN206234_c11_g1_i7:198-2903(+)
TRINITY_DN206234_c11_g1::TRINITY_DN206234_c11_g1_i6::g.207578::m.207578 -          Apaf-caspas          -            6.9e-08   36.7   0.0     6e-05   27.0   0.0   2.5   1   1   0   1   1   1   1 type:5prime_partial len:909 gc:universal TRINITY_DN206234_c11_g1_i6:2-2728(+)
TRINITY_DN204988_c0_g1::TRINITY_DN204988_c0_g1_i1::g.108377::m.108377   -          Apaf-caspas          -              1e-07   36.1   0.0       0.2   15.4   0.0   4.1   1   1   0   2   2   2   2 type:complete len:943 gc:universal TRINITY_DN204988_c0_g1_i1:189-3017(+)
TRINITY_DN200369_c0_g1::TRINITY_DN200369_c0_g1_i1::g.230111::m.230111   -          Apaf-caspas          -            1.6e-07   35.5   0.0    0.0019   22.1   0.0   2.8   1   1   1   2   2   2   2 type:complete len:321 gc:universal TRINITY_DN200369_c0_g1_i1:1290-328(-)
TRINITY_DN202284_c0_g1::TRINITY_DN202284_c0_g1_i3::g.130170::m.130170   -          Apaf-caspas          -            3.7e-07   34.3   0.0      0.75   13.5   0.0   3.1   1   1   2   3   3   3   3 type:5prime_partial len:387 gc:universal TRINITY_DN202284_c0_g1_i3:3-1163(+)
TRINITY_DN202284_c0_g1::TRINITY_DN202284_c0_g1_i2::g.130168::m.130168   -          Apaf-caspas          -            4.4e-07   34.0   0.0      0.96   13.2   0.0   3.1   1   1   2   3   3   3   2 type:5prime_partial len:389 gc:universal TRINITY_DN202284_c0_g1_i2:3-1169(+)
TRINITY_DN211425_c1_g1::TRINITY_DN211425_c1_g1_i3::g.240087::m.240087   -          Apaf-caspas          -              5e-07   33.9   0.0    0.0019   22.1   0.0   2.4   1   1   0   1   1   1   1 type:complete len:662 gc:universal TRINITY_DN211425_c1_g1_i3:3971-1986(-)
TRINITY_DN211425_c1_g1::TRINITY_DN211425_c1_g1_i7::g.240118::m.240118   -          Apaf-caspas          -            1.5e-06   32.3   0.0     0.017   19.0   0.0   2.6   1   1   0   1   1   1   1 type:complete len:349 gc:universal TRINITY_DN211425_c1_g1_i7:3032-1986(-)
TRINITY_DN198011_c1_g1::TRINITY_DN198011_c1_g1_i1::g.363476::m.363476   -          Apaf-caspas          -            1.5e-06   32.3   0.0     0.099   16.4   0.0   3.2   1   1   2   3   3   3   2 type:internal len:318 gc:universal TRINITY_DN198011_c1_g1_i1:3-953(+)
TRINITY_DN203389_c6_g1::TRINITY_DN203389_c6_g1_i1::g.274764::m.274764   -          Apaf-caspas          -              2e-06   31.9   0.0       0.4   14.4   0.0   3.0   1   1   2   3   3   3   2 type:complete len:524 gc:universal TRINITY_DN203389_c6_g1_i1:1935-364(-)
TRINITY_DN205656_c6_g3::TRINITY_DN205656_c6_g3_i1::g.45446::m.45446     -          Apaf-caspas          -            2.1e-05   28.5   0.0   3.4e-05   27.9   0.0   1.3   1   1   0   1   1   1   1 type:complete len:499 gc:universal TRINITY_DN205656_c6_g3_i1:240-1736(+)
TRINITY_DN205656_c6_g3::TRINITY_DN205656_c6_g3_i2::g.45451::m.45451     -          Apaf-caspas          -            2.1e-05   28.5   0.0   3.4e-05   27.9   0.0   1.3   1   1   0   1   1   1   1 type:complete len:499 gc:universal TRINITY_DN205656_c6_g3_i2:240-1736(+)
TRINITY_DN210906_c3_g1::TRINITY_DN210906_c3_g1_i1::g.205258::m.205258   -          Apaf-caspas          -            2.3e-05   28.4   0.0      0.21   15.3   0.0   2.8   1   1   1   2   2   2   2 type:complete len:778 gc:universal TRINITY_DN210906_c3_g1_i1:295-2628(+)
TRINITY_DN210906_c3_g1::TRINITY_DN210906_c3_g1_i2::g.205263::m.205263   -          Apaf-caspas          -            2.4e-05   28.3   0.0      0.22   15.3   0.0   2.8   1   1   1   2   2   2   2 type:complete len:794 gc:universal TRINITY_DN210906_c3_g1_i2:295-2676(+)
TRINITY_DN200169_c3_g1::TRINITY_DN200169_c3_g1_i1::g.152387::m.152387   -          Apaf-caspas          -            4.6e-05   27.4   0.0       2.1   12.1   0.0   3.6   1   1   1   2   2   2   2 type:5prime_partial len:532 gc:universal TRINITY_DN200169_c3_g1_i1:1-1596(+)
TRINITY_DN207943_c6_g1::TRINITY_DN207943_c6_g1_i1::g.119092::m.119092   -          Apaf-caspas          -            8.1e-05   26.6   0.0   0.00064   23.6   0.0   2.4   1   1   0   1   1   1   1 type:complete len:512 gc:universal TRINITY_DN207943_c6_g1_i1:3623-2088(-)
TRINITY_DN205055_c0_g1::TRINITY_DN205055_c0_g1_i2::g.115208::m.115208   -          Apaf-caspas          -            8.7e-05   26.5   0.1     0.034   18.0   0.0   2.2   1   1   1   2   2   2   1 type:5prime_partial len:406 gc:universal TRINITY_DN205055_c0_g1_i2:1-1218(+)
TRINITY_DN203938_c0_g2::TRINITY_DN203938_c0_g2_i1::g.257514::m.257514   -          Apaf-caspas          -            0.00018   25.5   0.0      0.21   15.3   0.0   2.5   1   1   0   1   1   1   1 type:complete len:856 gc:universal TRINITY_DN203938_c0_g2_i1:74-2641(+)
TRINITY_DN212811_c2_g2::TRINITY_DN212811_c2_g2_i1::g.241372::m.241372   -          Apaf-caspas          -            0.00019   25.3   0.0         4   11.2   0.0   3.1   3   0   0   3   3   3   1 type:3prime_partial len:656 gc:universal TRINITY_DN212811_c2_g2_i1:1967-3(-)
TRINITY_DN205229_c2_g1::TRINITY_DN205229_c2_g1_i1::g.288947::m.288947   -          Apaf-caspas          -             0.0002   25.3   0.1   0.00039   24.3   0.1   1.4   1   0   0   1   1   1   1 type:5prime_partial len:986 gc:universal TRINITY_DN205229_c2_g1_i1:3619-662(-)
TRINITY_DN209352_c3_g1::TRINITY_DN209352_c3_g1_i2::g.210863::m.210863   -          Apaf-caspas          -            0.00037   24.4   0.0         2   12.1   0.0   3.1   2   1   0   2   2   2   2 type:complete len:1501 gc:universal TRINITY_DN209352_c3_g1_i2:140-4642(+)
TRINITY_DN213644_c1_g4::TRINITY_DN213644_c1_g4_i8::g.218298::m.218298   -          Apaf-caspas          -            0.00041   24.3   0.0      0.26   15.1   0.0   2.9   1   1   1   2   2   1   1 type:complete len:319 gc:universal TRINITY_DN213644_c1_g4_i8:148-1104(+)
TRINITY_DN194365_c1_g2::TRINITY_DN194365_c1_g2_i1::g.296753::m.296753   -          Apaf-caspas          -            0.00048   24.1   0.0     0.086   16.6   0.0   3.0   1   1   0   1   1   1   1 type:complete len:577 gc:universal TRINITY_DN194365_c1_g2_i1:111-1841(+)
TRINITY_DN209352_c3_g1::TRINITY_DN209352_c3_g1_i1::g.210854::m.210854   -          Apaf-caspas          -            0.00051   24.0   0.0       2.1   12.1   0.0   3.1   2   1   0   2   2   2   2 type:complete len:1508 gc:universal TRINITY_DN209352_c3_g1_i1:140-4663(+)
TRINITY_DN212748_c3_g1::TRINITY_DN212748_c3_g1_i1::g.235259::m.235259   -          Apaf-caspas          -              0.001   23.0   0.0      0.09   16.6   0.0   2.2   1   1   0   1   1   1   0 type:3prime_partial len:231 gc:universal TRINITY_DN212748_c3_g1_i1:692-3(-)
TRINITY_DN207845_c8_g3::TRINITY_DN207845_c8_g3_i2::g.167575::m.167575   -          Apaf-caspas          -             0.0021   22.0   0.0       5.1   10.8   0.0   2.3   2   0   0   2   2   2   0 type:complete len:1123 gc:universal TRINITY_DN207845_c8_g3_i2:136-3504(+)
TRINITY_DN207845_c8_g3::TRINITY_DN207845_c8_g3_i4::g.167583::m.167583   -          Apaf-caspas          -             0.0021   22.0   0.0       5.1   10.8   0.0   2.3   2   0   0   2   2   2   0 type:complete len:1123 gc:universal TRINITY_DN207845_c8_g3_i4:136-3504(+)
TRINITY_DN213320_c2_g1::TRINITY_DN213320_c2_g1_i1::g.56257::m.56257     -          Apaf-caspas          -             0.0048   20.8   0.0      0.34   14.7   0.0   2.7   1   1   1   2   2   2   0 type:5prime_partial len:256 gc:universal TRINITY_DN213320_c2_g1_i1:1-768(+)
TRINITY_DN211425_c1_g1::TRINITY_DN211425_c1_g1_i1::g.240074::m.240074   -          Apaf-caspas          -             0.0061   20.4   0.0    0.0072   20.2   0.0   1.1   1   0   0   1   1   1   0 type:complete len:184 gc:universal TRINITY_DN211425_c1_g1_i1:1117-566(-)
TRINITY_DN211402_c5_g1::TRINITY_DN211402_c5_g1_i1::g.239232::m.239232   -          Apaf-caspas          -              0.008   20.0   0.0         1   13.1   0.0   2.5   1   1   0   1   1   1   0 type:complete len:696 gc:universal TRINITY_DN211402_c5_g1_i1:2811-724(-)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i6::g.342717::m.342717   -          Apaf-caspas          -              0.008   20.0   0.1     0.044   17.6   0.0   1.9   2   0   0   2   2   1   0 type:complete len:437 gc:universal TRINITY_DN199804_c1_g1_i6:46-1356(+)
TRINITY_DN213320_c2_g1::TRINITY_DN213320_c2_g1_i3::g.56272::m.56272     -          Apaf-caspas          -             0.0081   20.0   0.0      0.15   15.8   0.0   2.9   1   1   0   1   1   1   0 type:complete len:921 gc:universal TRINITY_DN213320_c2_g1_i3:422-3184(+)
TRINITY_DN207796_c7_g1::TRINITY_DN207796_c7_g1_i2::g.146560::m.146560   -          Apaf-caspas          -             0.0083   20.0   0.0       1.5   12.5   0.0   3.2   1   1   0   1   1   1   0 type:complete len:602 gc:universal TRINITY_DN207796_c7_g1_i2:2791-986(-)
TRINITY_DN207796_c7_g1::TRINITY_DN207796_c7_g1_i3::g.146564::m.146564   -          Apaf-caspas          -             0.0091   19.8   0.0       1.5   12.5   0.0   3.2   1   1   0   1   1   1   0 type:complete len:604 gc:universal TRINITY_DN207796_c7_g1_i3:2797-986(-)
TRINITY_DN194365_c1_g1::TRINITY_DN194365_c1_g1_i1::g.296751::m.296751   -          Apaf-caspas          -             0.0093   19.8   0.0      0.05   17.4   0.0   1.9   1   1   0   1   1   1   0 type:complete len:158 gc:universal TRINITY_DN194365_c1_g1_i1:191-664(+)
TRINITY_DN211425_c1_g1::TRINITY_DN211425_c1_g1_i6::g.240112::m.240112   -          Apaf-caspas          -             0.0093   19.8   0.0    0.0095   19.8   0.0   1.1   1   0   0   1   1   1   0 type:5prime_partial len:299 gc:universal TRINITY_DN211425_c1_g1_i6:1462-566(-)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i1::g.342707::m.342707   -          Apaf-caspas          -             0.0093   19.8   0.1     0.047   17.5   0.0   1.9   2   0   0   2   2   1   0 type:5prime_partial len:470 gc:universal TRINITY_DN199804_c1_g1_i1:3-1412(+)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i8::g.342721::m.342721   -          Apaf-caspas          -             0.0096   19.8   0.0     0.034   18.0   0.0   1.8   2   0   0   2   2   1   0 type:complete len:388 gc:universal TRINITY_DN199804_c1_g1_i8:46-1209(+)
